objectid,title,date,date_is_approximate,description,location,latitude,longitude,subject,source,identifier,donor,format_original,type,format,language,rights,rightsstatement,display_template,filename,object_location,image_small,image_thumb
cities89,"Main Street. Moscow, Idaho.",1910,,"Visible: Wallace's Jewelry, David's. First automobile in town?",Moscow,46.732183,-117.001348,main street; horse-drawn vehicles;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-001-13n,,3.5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities89.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities89.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities89_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities89_th.jpg
cities95,"4th of July parade on Main Street. Looking southwest from the corner of 6th and Main Streets. Moscow, Idaho.",1907-07-01,,Visible: Potlatch Lumber Co.,Moscow,46.730087,-117.001385,parades; horse-drawn vehicles; main street;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-001-13t,,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities95.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities95.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities95_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities95_th.jpg
cities97,"Ringling Brothers Circus parade on Main Street. Moscow, Idaho.",1920,yes,,Moscow,46.730424,-117.001358,parades; horse-drawn vehicles; main street;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-001-13u,Homer David,5.5x6.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",http://rightsstatements.org/vocab/InC-EDU/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities97.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities97.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities97_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities97_th.jpg
cities98,"4th of July parade on Main Street. Moscow, Idaho.",1909,yes,,Moscow,46.730424,-117.001358,parades; main street;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-001-13v,Virgil Shepperd and Hannah Oldham,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities98.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities98.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities98_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities98_th.jpg
cities100,"Panoramic view of Moscow, Idaho",1883,,,Moscow,46.727593,-116.997013,panoramas;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-001-14a,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities100.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities100.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities100_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities100_th.jpg
cities103,"Panoramic view from Administration Building of Moscow, Idaho.",1914,,,Moscow,46.725888,-117.01073,panoramas; university of Idaho;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-001-14aa,,3x4.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities103.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities103.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities103_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities103_th.jpg
cities118,"Panoramic view of Moscow, Idaho.",1887,,,Moscow,46.732945,-116.973646,panoramas;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-001-14b,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities118.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities118.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities118_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities118_th.jpg
cities123,"Panoramic view of Moscow, Idaho.",1892,,,Moscow,46.732945,-116.973646,panoramas;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-001-14d,Margaret McCallie Moore,4.25x6.5 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities123.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities123.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities123_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities123_th.jpg
cities125,"Panoramic view from campus of Moscow, Idaho.",1895,,Shows agricultural plots on campus,Moscow,46.723605,-117.01345,panoramas; university of Idaho;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-001-14dd,Sara Annette Bowman Collection,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities125.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities125.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities125_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities125_th.jpg
cities126,"Panoramic view of Moscow, Idaho.",1893,,,Moscow,46.732945,-116.973646,panoramas;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-001-14e,,8x10 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities126.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities126.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities126_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities126_th.jpg
cities128,"Panoramic view of Moscow, Idaho.",1899,,,Moscow,46.716294,-116.992078,panoramas;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-001-14f,,3.5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities128.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities128.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities128_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities128_th.jpg
cities132,"Panoramic view of Moscow, Idaho.",1901,,,Moscow,46.716294,-116.992078,panoramas;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-001-14h,,4.25x8 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities132.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities132.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities132_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities132_th.jpg
cities133,"Panoramic view of Moscow, Idaho from the west.",1903,,,Moscow,46.732889,-117.014877,panoramas;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-001-14i,,5x7 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities133.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities133.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities133_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities133_th.jpg
cities137,"Panoramic view of Moscow, Idaho.",1903,,,Moscow,46.732889,-117.014877,panoramas;,"Idaho Cities and Towns Collection, Photo Group 5, Special Collections and Archives, University of Idaho Library, https://www.lib.uidaho.edu/special-collections/",5-001-14j,,8.5x14 black and white print,Image;StillImage,image/jpeg,eng,"Material determined to be in Public Domain based on date of publication. Material made available by the University of Idaho Library. For more information, please contact University of Idaho Library Special Collections and Archives Department at libspec@uidaho.edu.",https://creativecommons.org/publicdomain/mark/1.0/,image,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities137.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/cities137.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/small/cities137_sm.jpg,https://www.lib.uidaho.edu/collectionbuilder/demo-cities/thumbs/cities137_th.jpg
